query_id,config,is_refusal,em,f1
test3163,config3_hybrid,1,0,0.0
test3166,config3_hybrid,1,0,0.1
test3176,config3_hybrid,1,0,0.0
test3178,config3_hybrid,1,0,0.0
test3187,config3_hybrid,0,0,0.0
test3189,config3_hybrid,1,0,0.0
test3202,config3_hybrid,0,0,0.0
test3205,config3_hybrid,1,,
test3213,config3_hybrid,1,0,0.0
test3239,config3_hybrid,1,0,0.0
test3241,config3_hybrid,1,0,0.0
test3244,config3_hybrid,0,0,0.3077
test3248,config3_hybrid,1,0,0.0
test3259,config3_hybrid,1,,
test3261,config3_hybrid,1,0,0.0
test3283,config3_hybrid,1,,
test3297,config3_hybrid,1,0,0.0
test3300,config3_hybrid,1,0,0.0
test3305,config3_hybrid,1,,
test3308,config3_hybrid,1,0,0.0
test3311,config3_hybrid,1,0,0.0
test3315,config3_hybrid,0,0,0.1081
test3328,config3_hybrid,1,0,0.0
test3334,config3_hybrid,1,0,0.125
test3351,config3_hybrid,1,,
test3388,config3_hybrid,0,,
test3391,config3_hybrid,1,0,0.0
test3396,config3_hybrid,1,0,0.0
test3401,config3_hybrid,1,0,0.0
test3407,config3_hybrid,1,0,0.0
test3408,config3_hybrid,1,0,0.0
test3409,config3_hybrid,1,0,0.0
test3420,config3_hybrid,1,0,0.0
test3424,config3_hybrid,1,0,0.0
test3426,config3_hybrid,1,0,0.0
test3436,config3_hybrid,0,0,0.1739
test3444,config3_hybrid,0,0,0.1667
test3450,config3_hybrid,1,0,0.0
test2,config4_hybrid_rerank,0,0,0.5714
test8,config4_hybrid_rerank,0,0,0.3636
test13,config4_hybrid_rerank,0,0,0.2857
test14,config4_hybrid_rerank,0,0,0.4444
test26,config4_hybrid_rerank,0,0,0.1835
test29,config4_hybrid_rerank,0,,
test32,config4_hybrid_rerank,0,0,0.1429
test38,config4_hybrid_rerank,1,0,0.0
test39,config4_hybrid_rerank,1,0,0.069
test47,config4_hybrid_rerank,0,0,0.1951
test60,config4_hybrid_rerank,0,0,0.2553
test79,config4_hybrid_rerank,0,0,0.1667
test86,config4_hybrid_rerank,0,0,0.1212
test102,config4_hybrid_rerank,0,0,0.2121
test108,config4_hybrid_rerank,0,0,0.25
test122,config4_hybrid_rerank,0,1,1.0
test128,config4_hybrid_rerank,0,,
test130,config4_hybrid_rerank,0,1,1.0
test131,config4_hybrid_rerank,0,0,0.1395
test147,config4_hybrid_rerank,0,0,0.3704
test162,config4_hybrid_rerank,1,0,0.0
test163,config4_hybrid_rerank,0,1,1.0
test171,config4_hybrid_rerank,0,0,0.1404
test177,config4_hybrid_rerank,0,0,0.0
test180,config4_hybrid_rerank,0,0,0.1333
test187,config4_hybrid_rerank,1,0,0.0
test192,config4_hybrid_rerank,0,,
test205,config4_hybrid_rerank,0,0,0.1212
test207,config4_hybrid_rerank,0,0,0.5882
test208,config4_hybrid_rerank,0,1,1.0
test221,config4_hybrid_rerank,0,0,0.6061
test229,config4_hybrid_rerank,1,0,0.0
test232,config4_hybrid_rerank,1,0,0.0
test234,config4_hybrid_rerank,0,,
test237,config4_hybrid_rerank,0,,
test239,config4_hybrid_rerank,0,0,0.0
test240,config4_hybrid_rerank,1,,
test241,config4_hybrid_rerank,0,,
test248,config4_hybrid_rerank,0,1,1.0
test249,config4_hybrid_rerank,0,0,0.0
test260,config4_hybrid_rerank,1,0,0.0
test262,config4_hybrid_rerank,0,,
test271,config4_hybrid_rerank,1,0,0.0
test276,config4_hybrid_rerank,0,0,0.375
test278,config4_hybrid_rerank,0,0,0.5538
test280,config4_hybrid_rerank,1,0,0.0
test281,config4_hybrid_rerank,0,0,0.1333
test283,config4_hybrid_rerank,0,0,0.1905
test284,config4_hybrid_rerank,0,,
test290,config4_hybrid_rerank,0,,
test292,config4_hybrid_rerank,1,0,0.0
test297,config4_hybrid_rerank,1,0,0.0
test300,config4_hybrid_rerank,0,0,0.0
test308,config4_hybrid_rerank,0,0,0.0
test322,config4_hybrid_rerank,0,,
test326,config4_hybrid_rerank,0,0,0.9048
test328,config4_hybrid_rerank,1,0,0.0
test335,config4_hybrid_rerank,0,0,0.12
test350,config4_hybrid_rerank,0,,
test356,config4_hybrid_rerank,1,,
test372,config4_hybrid_rerank,0,0,0.75
test378,config4_hybrid_rerank,0,1,1.0
test379,config4_hybrid_rerank,1,,
test382,config4_hybrid_rerank,0,,
test383,config4_hybrid_rerank,0,0,0.2326
test386,config4_hybrid_rerank,0,,
test396,config4_hybrid_rerank,1,0,0.0
test397,config4_hybrid_rerank,1,0,0.0
test401,config4_hybrid_rerank,0,1,1.0
test403,config4_hybrid_rerank,0,,
test409,config4_hybrid_rerank,1,0,0.0
test413,config4_hybrid_rerank,0,1,1.0
test418,config4_hybrid_rerank,0,1,1.0
test419,config4_hybrid_rerank,0,0,0.1739
test421,config4_hybrid_rerank,0,1,1.0
test424,config4_hybrid_rerank,1,0,0.0
test435,config4_hybrid_rerank,0,1,1.0
test438,config4_hybrid_rerank,0,0,0.2353
test447,config4_hybrid_rerank,0,,
test449,config4_hybrid_rerank,0,,
test456,config4_hybrid_rerank,1,0,0.0
test458,config4_hybrid_rerank,1,0,0.0
test469,config4_hybrid_rerank,0,1,1.0
test472,config4_hybrid_rerank,0,1,1.0
test491,config4_hybrid_rerank,0,0,0.3636
test495,config4_hybrid_rerank,1,0,0.0
test511,config4_hybrid_rerank,0,1,1.0
test515,config4_hybrid_rerank,0,,
test522,config4_hybrid_rerank,1,0,0.0
test525,config4_hybrid_rerank,1,0,0.0
test535,config4_hybrid_rerank,0,0,0.3333
test536,config4_hybrid_rerank,0,0,0.2857
test541,config4_hybrid_rerank,0,1,1.0
test542,config4_hybrid_rerank,1,0,0.0
test550,config4_hybrid_rerank,0,0,0.2
test566,config4_hybrid_rerank,1,0,0.0
test571,config4_hybrid_rerank,1,0,0.0
test574,config4_hybrid_rerank,0,0,0.4211
test585,config4_hybrid_rerank,0,1,1.0
test606,config4_hybrid_rerank,0,0,0.1714
test610,config4_hybrid_rerank,0,0,0.5333
test626,config4_hybrid_rerank,1,0,0.0
test634,config4_hybrid_rerank,1,0,0.0
test636,config4_hybrid_rerank,0,,
test644,config4_hybrid_rerank,0,1,1.0
test646,config4_hybrid_rerank,1,0,0.0
test647,config4_hybrid_rerank,0,0,0.2353
test653,config4_hybrid_rerank,0,0,0.1429
test655,config4_hybrid_rerank,1,,
test661,config4_hybrid_rerank,1,0,0.0
test666,config4_hybrid_rerank,0,0,0.0
test669,config4_hybrid_rerank,0,0,0.5
test674,config4_hybrid_rerank,0,,
test676,config4_hybrid_rerank,0,0,0.3095
test681,config4_hybrid_rerank,1,0,0.0
test700,config4_hybrid_rerank,0,1,1.0
test731,config4_hybrid_rerank,1,0,0.0
test751,config4_hybrid_rerank,0,1,1.0
test761,config4_hybrid_rerank,0,,
test777,config4_hybrid_rerank,0,0,0.2609
test779,config4_hybrid_rerank,1,0,0.0
test784,config4_hybrid_rerank,0,1,1.0
test787,config4_hybrid_rerank,1,0,0.0
test814,config4_hybrid_rerank,0,1,1.0
test823,config4_hybrid_rerank,0,1,1.0
test833,config4_hybrid_rerank,0,0,0.037
test836,config4_hybrid_rerank,0,,
test858,config4_hybrid_rerank,0,0,0.1212
test860,config4_hybrid_rerank,0,0,0.5
test862,config4_hybrid_rerank,0,1,1.0
test864,config4_hybrid_rerank,1,,
test867,config4_hybrid_rerank,1,0,0.0769
test870,config4_hybrid_rerank,0,0,0.6
test873,config4_hybrid_rerank,0,0,0.3529
test875,config4_hybrid_rerank,1,0,0.0
test877,config4_hybrid_rerank,1,0,0.0
test881,config4_hybrid_rerank,0,0,0.1379
test891,config4_hybrid_rerank,0,1,1.0
test895,config4_hybrid_rerank,0,0,0.5
test898,config4_hybrid_rerank,0,0,0.25
test899,config4_hybrid_rerank,1,0,0.0
test902,config4_hybrid_rerank,0,0,0.2727
test914,config4_hybrid_rerank,0,0,0.1081
test920,config4_hybrid_rerank,0,,
test933,config4_hybrid_rerank,0,0,0.027
test937,config4_hybrid_rerank,1,0,0.0
test938,config4_hybrid_rerank,1,0,0.0
test942,config4_hybrid_rerank,0,0,0.6
test952,config4_hybrid_rerank,1,0,0.0
test953,config4_hybrid_rerank,0,,
test963,config4_hybrid_rerank,1,0,0.0
test968,config4_hybrid_rerank,0,0,0.16
test974,config4_hybrid_rerank,1,0,0.0741
test977,config4_hybrid_rerank,0,1,1.0
test980,config4_hybrid_rerank,1,0,0.0
test986,config4_hybrid_rerank,0,0,0.8718
test995,config4_hybrid_rerank,1,0,0.2
test1000,config4_hybrid_rerank,1,0,0.0
test1002,config4_hybrid_rerank,0,,
test1003,config4_hybrid_rerank,0,1,1.0
test1008,config4_hybrid_rerank,1,,
test1010,config4_hybrid_rerank,0,,
test1015,config4_hybrid_rerank,0,0,0.6957
test1018,config4_hybrid_rerank,0,0,0.3077
test1022,config4_hybrid_rerank,0,0,0.2667
test1023,config4_hybrid_rerank,0,0,0.2857
test1028,config4_hybrid_rerank,1,,
test1029,config4_hybrid_rerank,0,0,0.6667
test1068,config4_hybrid_rerank,1,0,0.0
test1072,config4_hybrid_rerank,0,0,0.2222
test1076,config4_hybrid_rerank,1,0,0.0
test1078,config4_hybrid_rerank,1,0,0.0
test1081,config4_hybrid_rerank,0,0,0.4615
test1083,config4_hybrid_rerank,0,0,0.0
test1084,config4_hybrid_rerank,0,1,1.0
test1085,config4_hybrid_rerank,0,0,0.2051
test1086,config4_hybrid_rerank,1,0,0.0
test1087,config4_hybrid_rerank,0,0,0.6667
test1092,config4_hybrid_rerank,1,,
test1093,config4_hybrid_rerank,0,0,0.3
test1096,config4_hybrid_rerank,0,0,0.8
test1105,config4_hybrid_rerank,0,1,1.0
test1115,config4_hybrid_rerank,1,0,0.0
test1126,config4_hybrid_rerank,1,0,0.0
test1133,config4_hybrid_rerank,1,0,0.0
test1138,config4_hybrid_rerank,0,0,0.1176
test1139,config4_hybrid_rerank,1,,
test1140,config4_hybrid_rerank,0,,
test1154,config4_hybrid_rerank,1,,
test1167,config4_hybrid_rerank,0,0,0.2667
test1168,config4_hybrid_rerank,0,0,0.5333
test1185,config4_hybrid_rerank,1,0,0.0
test1200,config4_hybrid_rerank,0,1,1.0
test1202,config4_hybrid_rerank,1,,
test1215,config4_hybrid_rerank,1,0,0.0606
test1222,config4_hybrid_rerank,0,0,0.6667
test1226,config4_hybrid_rerank,0,0,0.8889
test1228,config4_hybrid_rerank,1,,
test1239,config4_hybrid_rerank,0,0,0.16
test1259,config4_hybrid_rerank,0,0,0.4
test1262,config4_hybrid_rerank,0,0,0.1569
test1276,config4_hybrid_rerank,0,0,0.2222
test1284,config4_hybrid_rerank,1,,
test1286,config4_hybrid_rerank,0,0,0.2222
test1288,config4_hybrid_rerank,1,0,0.1935
test1292,config4_hybrid_rerank,0,0,0.3529
test1295,config4_hybrid_rerank,0,0,0.1176
test1327,config4_hybrid_rerank,0,,
test1328,config4_hybrid_rerank,0,0,0.2727
test1353,config4_hybrid_rerank,0,0,0.0
test1366,config4_hybrid_rerank,1,0,0.0
test1378,config4_hybrid_rerank,1,0,0.0
test1384,config4_hybrid_rerank,0,0,0.5
test1389,config4_hybrid_rerank,0,0,0.8571
test1393,config4_hybrid_rerank,0,0,0.2353
test1404,config4_hybrid_rerank,1,,
test1408,config4_hybrid_rerank,1,0,0.0
test1429,config4_hybrid_rerank,0,,
test1448,config4_hybrid_rerank,0,0,0.1667
test1451,config4_hybrid_rerank,0,0,0.1622
test1455,config4_hybrid_rerank,0,,
test1465,config4_hybrid_rerank,0,0,0.5926
test1470,config4_hybrid_rerank,0,0,0.0
test1481,config4_hybrid_rerank,1,0,0.0
test1482,config4_hybrid_rerank,0,0,0.0625
test1486,config4_hybrid_rerank,0,0,0.2162
test1493,config4_hybrid_rerank,1,,
test1494,config4_hybrid_rerank,0,0,0.3077
test1512,config4_hybrid_rerank,0,0,0.25
test1513,config4_hybrid_rerank,0,1,1.0
test1516,config4_hybrid_rerank,0,0,0.6923
test1529,config4_hybrid_rerank,0,0,0.2667
test1531,config4_hybrid_rerank,0,,
test1550,config4_hybrid_rerank,0,0,0.1739
test1552,config4_hybrid_rerank,1,0,0.0
test1554,config4_hybrid_rerank,0,0,0.6575
test1556,config4_hybrid_rerank,1,0,0.0
test1563,config4_hybrid_rerank,0,0,0.4545
test1576,config4_hybrid_rerank,0,,
test1599,config4_hybrid_rerank,0,0,0.68
test1620,config4_hybrid_rerank,0,0,0.1905
test1621,config4_hybrid_rerank,1,0,0.0
test1634,config4_hybrid_rerank,1,0,0.0
test1635,config4_hybrid_rerank,1,,
test1642,config4_hybrid_rerank,1,0,0.2069
test1643,config4_hybrid_rerank,0,0,0.1053
test1649,config4_hybrid_rerank,1,0,0.0
test1653,config4_hybrid_rerank,0,0,0.0833
test1664,config4_hybrid_rerank,0,0,0.0909
test1667,config4_hybrid_rerank,1,0,0.0
test1683,config4_hybrid_rerank,1,0,0.0
test1717,config4_hybrid_rerank,0,0,0.1429
test1718,config4_hybrid_rerank,0,1,1.0
test1728,config4_hybrid_rerank,0,0,0.0
test1729,config4_hybrid_rerank,0,,
test1731,config4_hybrid_rerank,1,0,0.0
test1732,config4_hybrid_rerank,0,0,0.1091
test1733,config4_hybrid_rerank,0,0,0.3158
test1734,config4_hybrid_rerank,0,1,1.0
test1751,config4_hybrid_rerank,0,0,0.2162
test1754,config4_hybrid_rerank,1,,
test1760,config4_hybrid_rerank,1,0,0.0
test1765,config4_hybrid_rerank,1,0,0.0769
test1780,config4_hybrid_rerank,0,0,0.0
test1794,config4_hybrid_rerank,0,,
test1809,config4_hybrid_rerank,0,,
test1815,config4_hybrid_rerank,0,0,0.6133
test1837,config4_hybrid_rerank,1,0,0.0
test1839,config4_hybrid_rerank,0,0,0.2222
test1849,config4_hybrid_rerank,1,0,0.0
test1857,config4_hybrid_rerank,1,0,0.1429
test1858,config4_hybrid_rerank,0,0,0.2857
test1863,config4_hybrid_rerank,0,,
test1872,config4_hybrid_rerank,1,,
test1877,config4_hybrid_rerank,1,0,0.0
test1879,config4_hybrid_rerank,0,0,0.2609
test1881,config4_hybrid_rerank,0,0,0.0667
test1893,config4_hybrid_rerank,0,,
test1894,config4_hybrid_rerank,1,0,0.0
test1912,config4_hybrid_rerank,1,0,0.0
test1917,config4_hybrid_rerank,1,0,0.0
test1936,config4_hybrid_rerank,0,0,0.1053
test1937,config4_hybrid_rerank,1,0,0.1176
test1946,config4_hybrid_rerank,0,0,0.2857
test1952,config4_hybrid_rerank,0,0,0.7368
test1971,config4_hybrid_rerank,0,0,0.2727
test1988,config4_hybrid_rerank,0,,
test1989,config4_hybrid_rerank,0,1,1.0
test1990,config4_hybrid_rerank,0,1,1.0
test1993,config4_hybrid_rerank,1,,
test2001,config4_hybrid_rerank,1,,
test2021,config4_hybrid_rerank,1,0,0.0
test2044,config4_hybrid_rerank,0,0,0.2
test2050,config4_hybrid_rerank,1,0,0.0
test2059,config4_hybrid_rerank,0,1,1.0
test2069,config4_hybrid_rerank,1,0,0.0
test2070,config4_hybrid_rerank,0,0,0.1905
test2072,config4_hybrid_rerank,0,0,0.5
test2079,config4_hybrid_rerank,0,1,1.0
test2080,config4_hybrid_rerank,1,,
test2087,config4_hybrid_rerank,0,0,0.0
test2105,config4_hybrid_rerank,0,0,1.0
test2119,config4_hybrid_rerank,0,0,0.2222
test2141,config4_hybrid_rerank,0,0,0.129
test2161,config4_hybrid_rerank,0,0,0.0541
test2166,config4_hybrid_rerank,0,1,1.0
test2167,config4_hybrid_rerank,0,,
test2172,config4_hybrid_rerank,0,1,1.0
test2175,config4_hybrid_rerank,0,0,0.2222
test2181,config4_hybrid_rerank,1,,
test2187,config4_hybrid_rerank,1,,
test2196,config4_hybrid_rerank,0,,
test2199,config4_hybrid_rerank,1,,
test2202,config4_hybrid_rerank,1,0,0.2727
test2207,config4_hybrid_rerank,0,0,0.3871
test2208,config4_hybrid_rerank,0,0,0.3125
test2209,config4_hybrid_rerank,1,,
test2214,config4_hybrid_rerank,0,0,0.1429
test2220,config4_hybrid_rerank,0,,
test2225,config4_hybrid_rerank,0,0,0.0625
test2232,config4_hybrid_rerank,1,0,0.0
test2233,config4_hybrid_rerank,0,0,0.16
test2234,config4_hybrid_rerank,0,0,0.0
test2251,config4_hybrid_rerank,0,0,0.1176
test2254,config4_hybrid_rerank,0,0,0.8
test2259,config4_hybrid_rerank,0,,
test2261,config4_hybrid_rerank,0,0,0.7368
test2263,config4_hybrid_rerank,1,0,0.0
test2266,config4_hybrid_rerank,0,0,0.2222
test2268,config4_hybrid_rerank,1,0,0.0
test2271,config4_hybrid_rerank,0,0,0.2857
test2276,config4_hybrid_rerank,0,,
test2281,config4_hybrid_rerank,0,0,0.3529
test2293,config4_hybrid_rerank,0,0,0.2222
test2297,config4_hybrid_rerank,0,0,0.4286
test2298,config4_hybrid_rerank,0,0,0.8
test2299,config4_hybrid_rerank,0,1,1.0
test2306,config4_hybrid_rerank,1,0,0.0
test2315,config4_hybrid_rerank,0,0,0.4
test2323,config4_hybrid_rerank,0,0,0.7442
test2333,config4_hybrid_rerank,1,0,0.0
test2338,config4_hybrid_rerank,1,,
test2360,config4_hybrid_rerank,0,0,0.5
test2364,config4_hybrid_rerank,1,0,0.0
test2371,config4_hybrid_rerank,0,0,0.0588
test2372,config4_hybrid_rerank,0,0,0.8529
test2385,config4_hybrid_rerank,1,0,0.0
test2390,config4_hybrid_rerank,1,0,0.0
test2392,config4_hybrid_rerank,1,,
test2394,config4_hybrid_rerank,1,0,0.0
test2409,config4_hybrid_rerank,1,,
test2410,config4_hybrid_rerank,0,1,1.0
test2413,config4_hybrid_rerank,0,1,1.0
test2418,config4_hybrid_rerank,0,0,0.5714
test2435,config4_hybrid_rerank,0,,
test2437,config4_hybrid_rerank,1,,
test2440,config4_hybrid_rerank,1,0,0.0
test2442,config4_hybrid_rerank,0,0,0.1538
test2453,config4_hybrid_rerank,0,,
test2465,config4_hybrid_rerank,0,0,0.3939
test2472,config4_hybrid_rerank,1,,
test2477,config4_hybrid_rerank,0,,
test2484,config4_hybrid_rerank,0,0,0.6667
test2494,config4_hybrid_rerank,0,0,0.3333
test2495,config4_hybrid_rerank,0,0,0.1379
test2505,config4_hybrid_rerank,1,0,0.0
test2533,config4_hybrid_rerank,0,0,0.1905
test2536,config4_hybrid_rerank,0,0,0.303
test2544,config4_hybrid_rerank,0,0,0.125
test2561,config4_hybrid_rerank,0,,
test2570,config4_hybrid_rerank,0,,
test2574,config4_hybrid_rerank,0,1,1.0
test2584,config4_hybrid_rerank,1,,
test2597,config4_hybrid_rerank,0,0,0.186
test2598,config4_hybrid_rerank,0,0,0.8
test2600,config4_hybrid_rerank,1,0,0.0
test2603,config4_hybrid_rerank,0,,
test2609,config4_hybrid_rerank,0,0,0.0
test2617,config4_hybrid_rerank,0,,
test2619,config4_hybrid_rerank,0,0,0.8182
test2621,config4_hybrid_rerank,0,,
test2625,config4_hybrid_rerank,0,0,0.1818
test2633,config4_hybrid_rerank,0,1,1.0
test2643,config4_hybrid_rerank,0,,
test2646,config4_hybrid_rerank,1,0,0.0
test2654,config4_hybrid_rerank,0,1,1.0
test2661,config4_hybrid_rerank,0,0,0.1538
test2671,config4_hybrid_rerank,0,0,0.0741
test2676,config4_hybrid_rerank,1,0,0.0
test2678,config4_hybrid_rerank,0,0,0.8889
test2684,config4_hybrid_rerank,0,,
test2692,config4_hybrid_rerank,0,0,0.2857
test2699,config4_hybrid_rerank,0,1,1.0
test2702,config4_hybrid_rerank,0,,
test2708,config4_hybrid_rerank,0,0,0.0
test2711,config4_hybrid_rerank,0,0,0.129
test2717,config4_hybrid_rerank,1,0,0.0
test2731,config4_hybrid_rerank,0,0,0.1538
test2735,config4_hybrid_rerank,1,0,0.1739
test2740,config4_hybrid_rerank,0,0,0.4828
test2743,config4_hybrid_rerank,0,0,0.2308
test2745,config4_hybrid_rerank,0,1,1.0
test2751,config4_hybrid_rerank,0,1,1.0
test2758,config4_hybrid_rerank,1,0,0.0
test2765,config4_hybrid_rerank,0,0,0.125
test2771,config4_hybrid_rerank,1,,
test2786,config4_hybrid_rerank,1,0,0.35
test2787,config4_hybrid_rerank,0,0,0.5
test2792,config4_hybrid_rerank,0,,
test2793,config4_hybrid_rerank,1,0,0.0
test2799,config4_hybrid_rerank,0,0,0.0
test2804,config4_hybrid_rerank,0,,
test2815,config4_hybrid_rerank,0,1,1.0
test2818,config4_hybrid_rerank,0,,
test2825,config4_hybrid_rerank,1,,
test2830,config4_hybrid_rerank,0,0,0.381
test2853,config4_hybrid_rerank,1,0,0.125
test2859,config4_hybrid_rerank,0,,
test2872,config4_hybrid_rerank,1,0,0.0667
test2874,config4_hybrid_rerank,1,,
test2881,config4_hybrid_rerank,0,1,1.0
test2885,config4_hybrid_rerank,0,0,0.5
test2890,config4_hybrid_rerank,0,0,0.1667
test2899,config4_hybrid_rerank,0,0,0.3333
test2920,config4_hybrid_rerank,0,0,0.0
test2932,config4_hybrid_rerank,1,0,0.0
test2933,config4_hybrid_rerank,1,,
test2939,config4_hybrid_rerank,1,,
test2940,config4_hybrid_rerank,1,,
test2942,config4_hybrid_rerank,1,0,0.0
test2947,config4_hybrid_rerank,0,0,0.0
test2952,config4_hybrid_rerank,1,,
test2957,config4_hybrid_rerank,1,0,0.0
test2962,config4_hybrid_rerank,0,1,1.0
test2982,config4_hybrid_rerank,1,0,0.0
test2986,config4_hybrid_rerank,1,0,0.0
test2988,config4_hybrid_rerank,0,0,0.0
test2989,config4_hybrid_rerank,1,0,0.0
test2992,config4_hybrid_rerank,1,,
test2997,config4_hybrid_rerank,1,0,0.0
test3013,config4_hybrid_rerank,1,0,0.1333
test3016,config4_hybrid_rerank,1,0,0.0
test3033,config4_hybrid_rerank,1,0,0.0
test3037,config4_hybrid_rerank,1,0,0.0
test3051,config4_hybrid_rerank,1,0,0.0
test3059,config4_hybrid_rerank,1,,
test3063,config4_hybrid_rerank,1,0,0.0833
test3075,config4_hybrid_rerank,0,0,0.0
test3086,config4_hybrid_rerank,1,,
test3093,config4_hybrid_rerank,1,0,0.0
test3095,config4_hybrid_rerank,1,0,0.0
test3108,config4_hybrid_rerank,1,0,0.0
test3110,config4_hybrid_rerank,1,0,0.0
test3115,config4_hybrid_rerank,1,0,0.0741
test3120,config4_hybrid_rerank,1,0,0.0
test3123,config4_hybrid_rerank,1,0,0.0
test3127,config4_hybrid_rerank,1,0,0.0
test3132,config4_hybrid_rerank,1,0,0.0
test3136,config4_hybrid_rerank,1,,
test3147,config4_hybrid_rerank,0,0,0.2222
test3148,config4_hybrid_rerank,0,0,0.0
test3157,config4_hybrid_rerank,1,0,0.0
test3163,config4_hybrid_rerank,0,0,0.0
test3166,config4_hybrid_rerank,1,0,0.0952
test3176,config4_hybrid_rerank,1,0,0.0
test3178,config4_hybrid_rerank,0,0,0.0
test3187,config4_hybrid_rerank,0,0,0.3333
test3189,config4_hybrid_rerank,1,0,0.0
test3202,config4_hybrid_rerank,0,0,0.0
test3205,config4_hybrid_rerank,1,,
test3213,config4_hybrid_rerank,1,0,0.0
test3239,config4_hybrid_rerank,1,0,0.0
test3241,config4_hybrid_rerank,1,0,0.0
test3244,config4_hybrid_rerank,0,0,0.0
test3248,config4_hybrid_rerank,1,0,0.0
test3259,config4_hybrid_rerank,1,,
test3261,config4_hybrid_rerank,1,0,0.0
test3283,config4_hybrid_rerank,1,,
test3297,config4_hybrid_rerank,1,0,0.0
test3300,config4_hybrid_rerank,1,0,0.0
test3305,config4_hybrid_rerank,1,,
test3308,config4_hybrid_rerank,1,0,0.0
test3311,config4_hybrid_rerank,1,0,0.0
test3315,config4_hybrid_rerank,0,0,0.1765
test3328,config4_hybrid_rerank,0,0,0.0
test3334,config4_hybrid_rerank,1,0,0.1176
test3351,config4_hybrid_rerank,1,,
test3388,config4_hybrid_rerank,1,,
test3391,config4_hybrid_rerank,1,0,0.0
test3396,config4_hybrid_rerank,1,0,0.0
test3401,config4_hybrid_rerank,1,0,0.0
test3407,config4_hybrid_rerank,1,0,0.0
test3408,config4_hybrid_rerank,1,0,0.0
test3409,config4_hybrid_rerank,1,0,0.0
test3420,config4_hybrid_rerank,1,0,0.0
test3424,config4_hybrid_rerank,1,0,0.0
test3426,config4_hybrid_rerank,1,0,0.0
test3436,config4_hybrid_rerank,0,0,0.1538
test3444,config4_hybrid_rerank,0,0,0.1333
test3450,config4_hybrid_rerank,1,0,0.0
